0.0000000000 1.0000000000 0.0100000000 0.0000000000
0.0000000000 1.0000000000 0.0610256410 0.0000000000
0.0000000000 1.0000000000 0.1120512821 0.0000000000
0.0000000000 1.0000000000 0.1630769231 0.0000000000
0.0000000000 1.0000000000 0.2141025641 0.0000000000
0.0000000000 1.0000000000 0.2651282051 0.0000000000
0.0000000000 1.0000000000 0.3161538462 0.0000000000
0.0000000000 1.0000000000 0.3671794872 0.0000000000
0.0000000000 1.0000000000 0.4182051282 0.0000000000
0.0000000000 1.0000000000 0.4692307692 0.0000000000
0.0000000000 1.0000000000 0.5202564103 0.0000000000
0.0000000000 1.0000000000 0.5712820513 0.0000000000
0.0000000000 1.0000000000 0.6223076923 0.0000000000
0.0000000000 1.0000000000 0.6733333333 0.0000000000
0.0000000000 1.0000000000 0.7243589744 0.0000000000
0.0000000000 1.0000000000 0.7753846154 0.0000000000
0.0000000000 1.0000000000 0.8264102564 0.0000000000
0.0000000000 1.0000000000 0.8774358974 0.0000000000
0.0000000000 1.0000000000 0.9284615385 0.0000000000
0.0000000000 1.0000000000 0.9794871795 0.0000000000
0.0000000000 1.0000000000 1.0305128205 0.0000000000
0.0000000000 1.0000000000 1.0815384615 0.0000000000
0.0000000000 1.0000000000 1.1325641026 0.0000000000
0.0000000000 1.0000000000 1.1835897436 0.0000000000
0.0000000000 1.0000000000 1.2346153846 0.0000000000
0.0000000000 1.0000000000 1.2856410256 0.0000000000
0.0000000000 1.0000000000 1.3366666667 0.0000000000
0.0000000000 1.0000000000 1.3876923077 0.0000000000
0.0000000000 1.0000000000 1.4387179487 0.0000000000
0.0000000000 1.0000000000 1.4897435897 0.0000000000
0.0000000000 1.0000000000 1.5407692308 0.0000000000
0.0000000000 1.0000000000 1.5917948718 0.0000000000
0.0000000000 1.0000000000 1.6428205128 0.0000000000
0.0000000000 1.0000000000 1.6938461538 0.0000000000
0.0000000000 1.0000000000 1.7448717949 0.0000000000
0.0000000000 1.0000000000 1.7958974359 0.0000000000
0.0000000000 1.0000000000 1.8469230769 0.0000000000
0.0000000000 1.0000000000 1.8979487179 0.0000000000
0.0000000000 1.0000000000 1.9489743590 0.0000000000
0.0000000000 1.0000000000 2.0000000000 0.0000000000
0.0000000000 4.9512357301 0.0100000000 0.0000000000
0.0000000000 4.9512357301 0.0610256410 0.0000000000
0.0000000000 4.9512357301 0.1120512821 0.0000000000
0.0000000000 4.9512357301 0.1630769231 0.0000000000
0.0000000000 4.9512357301 0.2141025641 0.0000000000
0.0000000000 4.9512357301 0.2651282051 0.0000000000
0.0000000000 4.9512357301 0.3161538462 0.0000000000
0.0000000000 4.9512357301 0.3671794872 0.0000000000
0.0000000000 4.9512357301 0.4182051282 0.0000000000
0.0000000000 4.9512357301 0.4692307692 0.0000000000
0.0000000000 4.9512357301 0.5202564103 0.0000000000
0.0000000000 4.9512357301 0.5712820513 0.0000000000
0.0000000000 4.9512357301 0.6223076923 0.0000000000
0.0000000000 4.9512357301 0.6733333333 0.0000000000
0.0000000000 4.9512357301 0.7243589744 0.0000000000
0.0000000000 4.9512357301 0.7753846154 0.0000000000
0.0000000000 4.9512357301 0.8264102564 0.0000000000
0.0000000000 4.9512357301 0.8774358974 0.0000000000
0.0000000000 4.9512357301 0.9284615385 0.0000000000
0.0000000000 4.9512357301 0.9794871795 0.0000000000
0.0000000000 4.9512357301 1.0305128205 0.0000000000
